Invoice,Date,Customer,Store
07080889,1996-11-24,06963,Glasgow
03060433,1996-11-25,00376,Manchester
08055947,1996-11-02,02522,Felixstowe
05007054,1996-11-21,00186,Glasgow
02080359,1996-11-19,01372,Plymouth
03021282,1996-11-06,07390,Liverpool
00037176,1996-11-19,01475,Cardiff
05060406,1996-11-19,05328,Grimsby
10099205,1996-11-20,05841,Newcastle
10039416,1996-11-14,00102,Swansea
09028919,1996-11-17,01740,Felixstowe
00099750,1996-11-22,02510,Edinburgh
10088694,1996-11-20,03213,Newcastle
07083410,1996-11-01,09143,Newcastle
03015936,1996-11-24,05921,Aberdeen
06020764,1996-11-13,07826,Glasgow
06024302,1996-11-22,02578,Southamton
02002386,1996-11-26,04704,Brimingham
07083434,1996-11-02,05870,Sheffield
00073488,1996-11-20,05214,Cambridge
08088704,1996-11-27,03031,Cardiff
01075261,1996-11-20,04519,Glasgow
03044904,1996-11-05,06894,Dover
10050508,1996-11-10,00079,Dover
06074971,1996-11-09,07425,Southamton
06075751,1996-11-03,08537,Cambridge
05003070,1996-11-03,03262,Brimingham
08023356,1996-11-08,04226,Carlisle
07012971,1996-11-19,02209,Grimsby
04012018,1996-11-02,01819,Manchester
07096949,1996-11-23,08462,Southamton
03043582,1996-11-13,00030,Cardiff
01020778,1996-11-17,09075,Dover
05051559,1996-11-10,09138,Carlisle
08015178,1996-11-21,08961,Grimsby
08068420,1996-11-18,07116,Brimingham
02075784,1996-11-25,04938,Cardiff
05054127,1996-11-27,09324,Grimsby
05088542,1996-11-03,06952,Swansea
03065561,1996-11-22,04219,Brimingham
00084774,1996-11-17,06782,Aberdeen
09035340,1996-11-09,03710,Cardiff
05076464,1996-11-06,02140,Newcastle
02016617,1996-11-23,06708,Plymouth
05012807,1996-11-24,03348,Dover
07000508,1996-11-23,00021,Carlisle
09067053,1996-11-20,02564,Dover
05087217,1996-11-09,09733,Dover
01052803,1996-11-03,08998,Cambridge
06000804,1996-11-02,03152,Aberdeen
08010591,1996-11-14,06164,Dover
03061054,1996-11-27,08144,Plymouth
04069161,1996-11-06,08176,Carlisle
00051299,1996-11-01,02156,Cambridge
10002926,1996-11-20,02468,Manchester
02025533,1996-11-09,04208,London
02002659,1996-11-01,00307,Liverpool
08033458,1996-11-26,02385,Cambridge
02021494,1996-11-30,03208,Grimsby
05066264,1996-11-07,08639,Brimingham
07090601,1996-11-26,04005,Sheffield
07077934,1996-11-08,01013,Dover
05029401,1996-11-13,04215,Liverpool
04031398,1996-11-20,00423,Aberdeen
07046517,1996-11-04,07131,Southamton
07063707,1996-11-04,00970,London
05049705,1996-11-07,04359,Cardiff
05046128,1996-11-15,04057,Southamton
09086782,1996-11-08,05818,Southamton
02005112,1996-11-28,08314,Edinburgh
03074454,1996-11-24,06489,Brimingham
01092254,1996-11-30,01817,Swansea
03094215,1996-11-28,00766,Edinburgh
07090905,1996-11-09,07568,Swansea
04011950,1996-11-18,08464,Brimingham
08081446,1996-11-12,07912,Manchester
10066109,1996-11-16,05216,Cardiff
08044282,1996-11-03,05140,Sheffield
04090961,1996-11-22,09762,Carlisle
00015736,1996-11-23,03409,Glasgow
06072602,1996-11-30,07412,Newcastle
00031918,1996-11-20,04709,Cardiff
07055273,1996-11-13,09752,Grimsby
04054208,1996-11-29,07374,Liverpool
07081097,1996-11-15,03673,Newcastle
10015268,1996-11-19,02926,Cardiff
05012778,1996-11-30,05616,Grimsby
03075014,1996-11-04,04971,Cambridge
05035574,1996-11-08,02136,London
10003229,1996-11-27,06326,Aberdeen
01046622,1996-11-14,03628,Newcastle
06097839,1996-11-09,04024,Newcastle
08000625,1996-11-04,01240,Southamton
03039599,1996-11-18,06227,Plymouth
09040705,1996-11-06,01409,Sheffield
07098185,1996-11-17,09204,Newcastle
10022048,1996-11-30,07856,Grimsby
05005366,1996-11-11,00524,Swansea
05036861,1996-11-07,04506,Swansea
02077137,1996-11-17,00832,Plymouth
09056664,1996-11-22,06332,Glasgow
03003800,1996-11-16,05678,Edinburgh
01023835,1996-11-01,01957,Carlisle
06043136,1996-11-04,02551,Plymouth
01082335,1996-11-20,03636,Newcastle
04027337,1996-11-10,04946,Dover
04018650,1996-11-26,09827,Carlisle
07022023,1996-11-25,02346,Sheffield
02046259,1996-11-10,02639,Grimsby
02078965,1996-11-20,07130,Plymouth
05097240,1996-11-07,02294,Plymouth
09091693,1996-11-21,01714,Dover
02019507,1996-11-04,02398,Brimingham
10068846,1996-11-13,01565,Edinburgh
06067015,1996-11-09,07621,Felixstowe
05073236,1996-11-16,05749,Sheffield
02078033,1996-11-09,04639,Felixstowe
06030398,1996-11-21,09647,Felixstowe
05066995,1996-11-23,03996,Sheffield
05036076,1996-11-06,06286,Carlisle
01041186,1996-11-07,00097,Sheffield
06023455,1996-11-21,02827,Liverpool
00006932,1996-11-27,08805,Sheffield
05010624,1996-11-28,09515,Brimingham
00071843,1996-11-14,06444,London
02077046,1996-11-07,08443,Brimingham
04056194,1996-11-21,02377,Newcastle
00044417,1996-11-19,03378,Liverpool
03080366,1996-11-01,07900,Cambridge
05041538,1996-11-25,05568,Glasgow
08034479,1996-11-11,09621,Felixstowe
01048961,1996-11-11,00486,Cambridge
06030090,1996-11-11,05182,Aberdeen
02064198,1996-11-12,04970,Sheffield
00077591,1996-11-08,00363,Grimsby
01050117,1996-11-24,00153,Cardiff
02079532,1996-11-23,02845,Edinburgh
01063671,1996-11-07,09305,Grimsby
10031341,1996-11-09,02015,Brimingham
07058865,1996-11-21,01726,Plymouth
04030777,1996-11-14,03145,Liverpool
09073746,1996-11-24,09835,Aberdeen
09096463,1996-11-12,03424,Carlisle
05085471,1996-11-24,07611,Plymouth
00028743,1996-11-21,09783,Edinburgh
05061405,1996-11-13,02789,Manchester
02043062,1996-11-15,03655,Aberdeen
01070094,1996-11-08,03435,Grimsby
09073430,1996-11-07,07695,Manchester
02017354,1996-11-20,04746,Cambridge
02019024,1996-11-20,04045,Carlisle
07016669,1996-11-29,02528,Felixstowe
01073006,1996-11-14,04662,Newcastle
02020304,1996-11-04,02268,Manchester
02052031,1996-11-05,00070,Newcastle
07044495,1996-11-11,02533,Liverpool
02057821,1996-11-28,09107,Felixstowe
03033190,1996-11-22,09602,Cardiff
00037627,1996-11-05,02717,Aberdeen
01027690,1996-11-16,04221,Sheffield
03072782,1996-11-28,08492,Edinburgh
05055228,1996-11-12,05112,Newcastle
07006310,1996-11-13,06725,Cambridge
04066998,1996-11-07,00033,Cardiff
07039705,1996-11-02,01941,Grimsby
02013837,1996-11-03,06889,Southamton
09074910,1996-11-10,00586,Carlisle
10021051,1996-11-11,09542,Liverpool
06081402,1996-11-02,08391,Sheffield
02022761,1996-11-27,02032,Brimingham
05087732,1996-11-22,07362,Aberdeen
07015269,1996-11-08,02182,Grimsby
02062729,1996-11-28,07346,Aberdeen
07052017,1996-11-19,09258,Edinburgh
05017262,1996-11-10,05526,Edinburgh
00051212,1996-11-04,04045,Carlisle
01069438,1996-11-16,09415,Brimingham
08059273,1996-11-08,06025,London
08031457,1996-11-04,02162,Liverpool
03016716,1996-11-01,04437,Grimsby
10060243,1996-11-11,00212,Carlisle
00078172,1996-11-08,01115,Sheffield
04081171,1996-11-22,01144,Grimsby
06029843,1996-11-14,00011,Plymouth
06060853,1996-11-16,05458,Aberdeen
03085525,1996-11-21,09472,London
04027475,1996-11-17,01107,Newcastle
02033710,1996-11-15,00473,Cardiff
05051727,1996-11-21,02492,London
05088653,1996-11-01,06516,Brimingham
10090102,1996-11-22,00313,Cardiff
08031654,1996-11-05,07737,Brimingham
08072239,1996-11-14,02262,Grimsby
04056408,1996-11-18,05720,Manchester
03047245,1996-11-16,07102,Dover
08084825,1996-11-17,03020,Swansea
02034041,1996-11-18,01732,Carlisle
04093281,1996-11-16,04662,Carlisle
07029725,1996-11-22,01720,Manchester
09026175,1996-11-30,08533,Glasgow
03052693,1996-11-22,03962,Felixstowe
02036938,1996-11-13,01451,Dover
09030886,1996-11-27,06704,Edinburgh
02048860,1996-11-09,08273,Newcastle
10053278,1996-11-04,03401,Cambridge
06041849,1996-11-09,04862,Cardiff
04002295,1996-11-12,00001,Edinburgh
10018098,1996-11-23,05701,Edinburgh
03041809,1996-11-20,07956,Manchester
07001238,1996-11-28,09225,Carlisle
01043299,1996-11-22,00193,Cambridge
09084610,1996-11-25,01889,Swansea
08010623,1996-11-13,04548,Cardiff
06030912,1996-11-30,09814,Cardiff
09008472,1996-11-02,01591,Southamton
04005464,1996-11-16,06083,Swansea
07002532,1996-11-18,06336,Newcastle
07080232,1996-11-14,00178,Swansea
08049929,1996-11-05,00312,London
08027835,1996-11-23,04080,Edinburgh
10075294,1996-11-16,04620,Manchester
03064875,1996-11-27,08557,Edinburgh
08076460,1996-11-20,09488,Aberdeen
03014312,1996-11-22,05069,Brimingham
08017765,1996-11-04,08400,Felixstowe
01054080,1996-11-26,04172,Dover
00060946,1996-11-30,07484,London
08067796,1996-11-09,00789,Cardiff
01078131,1996-11-19,06028,Swansea
06077748,1996-11-26,02863,Carlisle
04040327,1996-11-10,06357,Plymouth
08002690,1996-11-16,09416,Cardiff
05001006,1996-11-27,06007,Edinburgh
10041430,1996-11-21,09568,Brimingham
06097826,1996-11-20,09735,Cambridge
04041002,1996-11-04,09441,Edinburgh
03034715,1996-11-01,06155,Edinburgh
00066777,1996-11-23,06153,Plymouth
10042679,1996-11-19,05679,Newcastle
06066486,1996-11-25,00852,Swansea
00093895,1996-11-25,00095,Cambridge
05042160,1996-11-14,06583,Plymouth
05095180,1996-11-09,08204,Cardiff
04090876,1996-11-11,03367,London
08088866,1996-11-14,01262,Cardiff
01013093,1996-11-23,02639,London
02078475,1996-11-24,01673,Carlisle
02001107,1996-11-22,02011,Plymouth
02055495,1996-11-25,00213,Cambridge
07033432,1996-11-02,02115,Liverpool
00043959,1996-11-25,05204,Dover
00078144,1996-11-28,08167,Edinburgh
05023883,1996-11-18,08293,Brimingham
02033719,1996-11-04,00785,Aberdeen
05068279,1996-11-01,08386,Swansea
06064681,1996-11-15,07136,Cardiff
02080987,1996-11-30,05133,Swansea
06085989,1996-11-27,00217,Liverpool
10069028,1996-11-14,04694,Swansea
02016891,1996-11-10,08542,London
00064589,1996-11-29,00239,Newcastle
09048127,1996-11-15,00659,Dover
00071500,1996-11-09,04386,Glasgow
05075725,1996-11-12,06725,Cardiff
03052274,1996-11-06,09582,Edinburgh
04021957,1996-11-09,04549,Aberdeen
05093020,1996-11-24,00435,Cambridge
01068727,1996-11-23,09573,Swansea
04088221,1996-11-22,02751,Southamton
08043887,1996-11-07,05916,Felixstowe
09043907,1996-11-23,01511,Edinburgh
01079019,1996-11-28,00301,Carlisle
04019731,1996-11-03,06804,Manchester
02087044,1996-11-23,01952,Manchester
02076964,1996-11-22,01318,Newcastle
04038712,1996-11-16,07317,Dover
05095191,1996-11-20,05238,Swansea
05061403,1996-11-12,01211,Felixstowe
06020094,1996-11-09,02016,Aberdeen
04019476,1996-11-02,04006,Manchester
04072364,1996-11-10,01748,Plymouth
05002304,1996-11-02,06828,Edinburgh
06024288,1996-11-30,06816,Felixstowe
06033734,1996-11-03,03091,Southamton
04002021,1996-11-22,03355,Swansea
04020159,1996-11-15,08212,Cardiff
08082039,1996-11-13,08158,Felixstowe
05085209,1996-11-02,06318,Grimsby
05085051,1996-11-26,00312,Edinburgh
09036713,1996-11-02,03758,Manchester
05087129,1996-11-02,02516,Aberdeen
01004058,1996-11-01,02643,Edinburgh
06053814,1996-11-10,04005,Swansea
10087177,1996-11-18,05532,Grimsby
08021398,1996-11-20,08856,Carlisle
01078804,1996-11-27,03563,Brimingham
05061457,1996-11-23,02022,Swansea
05022615,1996-11-20,02572,Plymouth
01023742,1996-11-29,02151,Glasgow
08040341,1996-11-03,05910,Cardiff
01025729,1996-11-07,04534,Swansea
03000371,1996-11-28,03604,London
07098517,1996-11-06,05572,Felixstowe
04070350,1996-11-13,01079,Manchester
09029359,1996-11-14,02857,Cardiff
10016398,1996-11-09,05472,Cardiff
09029772,1996-11-02,08892,London
00026379,1996-11-15,03272,Newcastle
09031840,1996-11-05,07277,Southamton
01002195,1996-11-22,04275,Grimsby
07092416,1996-11-12,02102,Brimingham
02095791,1996-11-19,01012,Brimingham
04047204,1996-11-23,04134,Liverpool
09005525,1996-11-18,01740,Edinburgh
10028666,1996-11-16,00251,Dover
08068443,1996-11-20,03929,Edinburgh
05097372,1996-11-14,02404,Cardiff
03004147,1996-11-29,04189,Liverpool
05077734,1996-11-20,05806,Liverpool
02012097,1996-11-08,00825,Liverpool
10009178,1996-11-24,03725,Carlisle
07035982,1996-11-28,06966,Aberdeen
10078911,1996-11-18,03998,Sheffield
03045357,1996-11-18,09772,London
10079216,1996-11-20,00388,Liverpool
03022855,1996-11-09,01108,Manchester
05017268,1996-11-12,06341,Aberdeen
00083693,1996-11-22,05099,Brimingham
04068911,1996-11-18,06218,Liverpool
10016142,1996-11-29,00924,Cardiff
09030668,1996-11-05,02164,Edinburgh
10026054,1996-11-26,04408,Manchester
07031181,1996-11-16,08055,Newcastle
02040083,1996-11-22,04851,Dover
00069846,1996-11-04,01419,Dover
04052050,1996-11-19,07847,Liverpool
00066704,1996-11-01,03792,Brimingham
07088499,1996-11-15,07300,London
02066790,1996-11-07,05832,Carlisle
01068129,1996-11-08,05226,Cambridge
08060101,1996-11-26,01549,Carlisle
02006246,1996-11-27,09134,Aberdeen
04089078,1996-11-01,07231,London
04027063,1996-11-08,08951,Grimsby
03087309,1996-11-24,05634,Aberdeen
06097916,1996-11-14,08166,Dover
07026609,1996-11-23,02957,Plymouth
08097251,1996-11-19,01949,Cambridge
00099101,1996-11-29,07672,London
02000260,1996-11-28,00329,Carlisle
08006738,1996-11-19,09888,Southamton
07000374,1996-11-05,04058,Sheffield
08070536,1996-11-27,03355,Cambridge
03047679,1996-11-20,09648,Carlisle
00008144,1996-11-16,03758,Glasgow
09066476,1996-11-12,05053,Liverpool
07040414,1996-11-06,01764,Plymouth
02027621,1996-11-16,00295,Plymouth
03059099,1996-11-29,03992,London
02082676,1996-11-05,03798,Grimsby
00080506,1996-11-15,02409,Aberdeen
07059849,1996-11-11,00695,Edinburgh
01093170,1996-11-17,09599,Southamton
10066338,1996-11-26,04753,Plymouth
05016585,1996-11-26,09975,Swansea
06051393,1996-11-14,09884,Brimingham
03014317,1996-11-13,05048,Cardiff
03015768,1996-11-13,02565,Southamton
08019547,1996-11-26,09398,Cambridge
06084628,1996-11-02,08374,Dover
05082674,1996-11-08,06217,Southamton
07035200,1996-11-23,00172,Grimsby
00088519,1996-11-19,04857,Plymouth
04054511,1996-11-22,03051,Southamton
09071647,1996-11-30,07041,Liverpool
00030282,1996-11-11,09666,Cardiff
02088091,1996-11-27,08148,London
08028295,1996-11-01,06031,Carlisle
02055646,1996-11-15,04479,Grimsby
01060310,1996-11-25,08124,Edinburgh
07016371,1996-11-20,07350,Swansea
09004162,1996-11-08,07234,Brimingham
08035121,1996-11-07,07540,Grimsby
00015758,1996-11-13,08230,London
00028551,1996-11-13,07321,Swansea
09057686,1996-11-16,05207,Sheffield
03027463,1996-11-04,06310,Plymouth
06071262,1996-11-18,00451,Manchester
00032649,1996-11-14,05704,Plymouth
09011025,1996-11-11,01571,Edinburgh
10032473,1996-11-15,05487,Sheffield
06034079,1996-11-12,03293,Plymouth
04090218,1996-11-23,09406,Glasgow
07001679,1996-11-02,05018,Edinburgh
04016951,1996-11-24,02606,Cardiff
04050375,1996-11-23,05790,Cambridge
09017241,1996-11-04,01767,Liverpool
07088581,1996-11-01,06540,Manchester
06076799,1996-11-15,07793,Cardiff
03026967,1996-11-20,00046,Carlisle
07064336,1996-11-04,03965,Cardiff
02087020,1996-11-06,01704,Manchester
02032229,1996-11-15,06451,Felixstowe
09006202,1996-11-27,03925,Sheffield
02027085,1996-11-14,01031,Grimsby
05051588,1996-11-21,02023,Dover
05020521,1996-11-04,05303,Aberdeen
01030407,1996-11-17,04578,Aberdeen
05017493,1996-11-22,05903,Plymouth
03024691,1996-11-04,09540,Aberdeen
01053596,1996-11-01,06400,Carlisle
04008313,1996-11-19,00435,Manchester
02083394,1996-11-23,03563,Liverpool
02069705,1996-11-13,07930,Felixstowe
07079530,1996-11-09,09950,Cambridge
10029398,1996-11-01,04225,Liverpool
06055326,1996-11-21,04750,Felixstowe
02009817,1996-11-24,06893,Edinburgh
09053597,1996-11-28,00350,Carlisle
08018140,1996-11-28,06788,Cambridge
09048565,1996-11-06,00689,Dover
06088363,1996-11-21,02390,Edinburgh
05047363,1996-11-29,00242,Cardiff
01005530,1996-11-16,01445,Felixstowe
03076985,1996-11-15,05137,London
08049090,1996-11-11,06285,London
02034994,1996-11-14,00868,Dover
09085251,1996-11-07,04429,London
06015973,1996-11-18,08559,Southamton
09080058,1996-11-15,00003,London
00036319,1996-11-21,06087,Plymouth
05071074,1996-11-26,06407,Cambridge
01053284,1996-11-24,01971,Grimsby
02084730,1996-11-01,04060,Aberdeen
02061164,1996-11-22,07790,Swansea
04004899,1996-11-10,09330,Glasgow
07084368,1996-11-06,02803,Newcastle
09075512,1996-11-11,07775,Aberdeen
04077562,1996-11-09,02729,Edinburgh
10056932,1996-11-05,02588,Newcastle
05078292,1996-11-25,04839,Glasgow
07074587,1996-11-04,05647,Newcastle
01015616,1996-11-22,02385,Glasgow
05068309,1996-11-29,08823,Liverpool
08092396,1996-11-18,03545,Cardiff
00043250,1996-11-01,08547,Edinburgh
07062163,1996-11-17,01975,Aberdeen
08069452,1996-11-04,08096,Aberdeen
01021135,1996-11-04,00572,Aberdeen
01078213,1996-11-16,02230,Southamton
05095289,1996-11-13,09893,Swansea
05068950,1996-11-27,06362,Grimsby
07093931,1996-11-27,03037,Carlisle
00029584,1996-11-16,08091,Swansea
08082376,1996-11-03,05063,Carlisle
00014575,1996-11-03,08313,Swansea
04047252,1996-11-22,00054,Sheffield
09068009,1996-11-06,07058,Aberdeen
05035279,1996-11-27,04298,Dover
10082458,1996-11-06,00508,Dover
06068216,1996-11-07,06383,Plymouth
09047038,1996-11-26,08163,Cardiff
08016577,1996-11-13,07268,Glasgow
02014079,1996-11-21,08767,Aberdeen
00080132,1996-11-23,01160,Cardiff
02041199,1996-11-30,08983,Manchester
01079482,1996-11-22,00622,Liverpool
08033980,1996-11-15,09271,Cambridge
00023651,1996-11-11,07202,Edinburgh
09067247,1996-11-20,05821,Felixstowe
08000416,1996-11-17,07202,Manchester
04017635,1996-11-17,07123,Liverpool
10082361,1996-11-26,05528,Newcastle
00053138,1996-11-03,04739,Carlisle
09015811,1996-11-20,04409,Dover
09069244,1996-11-26,07252,Newcastle
09002792,1996-11-27,07016,Plymouth
00064929,1996-11-27,08006,Dover
06018573,1996-11-23,07892,Glasgow
00097892,1996-11-28,09541,Swansea
00006489,1996-11-19,07248,Plymouth
09010957,1996-11-23,03513,Sheffield
06059072,1996-11-18,03950,Carlisle
02062480,1996-11-02,06136,Brimingham
08094243,1996-11-17,06463,Cambridge
04090923,1996-11-19,08989,Sheffield
00034949,1996-11-06,03951,Liverpool
08070774,1996-11-05,09094,Newcastle
05077316,1996-11-12,03986,Grimsby
05060082,1996-11-06,01311,Carlisle
07024023,1996-11-06,05174,Edinburgh
09011089,1996-11-29,02034,Grimsby
07024654,1996-11-21,00907,Sheffield
05041768,1996-11-14,01597,Plymouth
01083059,1996-11-23,05059,Glasgow
06054450,1996-11-12,08743,Plymouth
01011238,1996-11-20,03703,Felixstowe
01046220,1996-11-03,04722,Swansea
08090065,1996-11-16,00900,Manchester
02074015,1996-11-01,09289,Glasgow
08091793,1996-11-21,08111,Felixstowe
07031730,1996-11-14,08942,Glasgow
03056491,1996-11-14,06458,Cambridge
05029113,1996-11-09,03565,Manchester
10036628,1996-11-22,09806,Edinburgh
00029755,1996-11-20,06374,Sheffield
08079858,1996-11-25,06647,Edinburgh
09040281,1996-11-02,02305,Dover
03066150,1996-11-02,03656,Manchester
04060805,1996-11-07,01848,Dover
00085283,1996-11-05,07773,Brimingham
04044479,1996-11-22,01268,Edinburgh
05071326,1996-11-16,03072,Felixstowe
01061073,1996-11-11,01542,Manchester
05055181,1996-11-10,03215,Edinburgh
03094271,1996-11-24,01236,Carlisle
03084649,1996-11-25,04739,Felixstowe
10052455,1996-11-22,03306,Liverpool
10071686,1996-11-02,02110,Liverpool
00020610,1996-11-17,04511,Cardiff
05028210,1996-11-29,05357,London
02035004,1996-11-03,02258,Southamton
09046353,1996-11-22,02085,London
02020344,1996-11-12,01095,Liverpool
02000663,1996-11-03,06145,Cardiff
00025581,1996-11-25,00775,Glasgow
06038747,1996-11-18,03695,Felixstowe
02058892,1996-11-01,00501,Glasgow
06098330,1996-11-26,02945,Southamton
03006608,1996-11-16,07266,Glasgow
10022668,1996-11-20,05522,Cambridge
08034608,1996-11-19,07496,Sheffield
09021165,1996-11-04,03618,Manchester
06081490,1996-11-23,05428,Newcastle
03077624,1996-11-12,01114,Newcastle
07068621,1996-11-05,06793,Swansea
02022614,1996-11-30,05447,Felixstowe
04077418,1996-11-21,06057,Sheffield
08060674,1996-11-18,04802,Cambridge
03061280,1996-11-08,01057,Felixstowe
07026713,1996-11-02,00941,Newcastle
04080744,1996-11-01,01061,Newcastle
09059702,1996-11-11,02669,Edinburgh
09003107,1996-11-22,01967,Felixstowe
05029860,1996-11-04,06474,Brimingham
03057266,1996-11-12,08114,Cardiff
07088280,1996-11-01,09497,Cardiff
09028855,1996-11-23,09509,London
07039039,1996-11-14,04246,Newcastle
08023493,1996-11-17,05401,Glasgow
04090470,1996-11-19,07663,Aberdeen
08000940,1996-11-21,00514,Carlisle
05000000,1996-11-21,05030,Carlisle
02086301,1996-11-06,05949,Southamton
02082942,1996-11-02,02641,Southamton
10041769,1996-11-16,04288,Edinburgh
07058122,1996-11-11,00233,Carlisle
06086893,1996-11-26,00993,Plymouth
06057318,1996-11-20,00564,Edinburgh
02037442,1996-11-30,09106,Edinburgh
01094907,1996-11-21,08075,Aberdeen
10026070,1996-11-15,05134,Liverpool
06096146,1996-11-17,06641,Dover
08032257,1996-11-16,07208,Grimsby
00047934,1996-11-13,04878,Dover
03096689,1996-11-18,04402,Grimsby
00071443,1996-11-24,07557,Cardiff
01099927,1996-11-24,02505,Liverpool
06090348,1996-11-12,03769,Southamton
05076649,1996-11-14,01971,London
01065466,1996-11-16,05448,Carlisle
04085950,1996-11-12,04045,Newcastle
00046218,1996-11-14,09033,Swansea
09013549,1996-11-08,03746,Sheffield
03016608,1996-11-03,01117,Liverpool
03036934,1996-11-11,03047,London
09059385,1996-11-12,02688,Cambridge
10014435,1996-11-01,07611,Aberdeen
05056037,1996-11-11,01015,Aberdeen
05053872,1996-11-10,07827,Felixstowe
04029111,1996-11-22,04325,Dover
09022248,1996-11-29,05739,Felixstowe
02027094,1996-11-23,04863,Cambridge
06053930,1996-11-08,03602,Aberdeen
06087271,1996-11-26,05531,Plymouth
01075893,1996-11-14,09840,London
10015623,1996-11-21,03295,Newcastle
05092923,1996-11-21,09643,Glasgow
10091242,1996-11-04,02685,Swansea
04096199,1996-11-28,00749,Dover
03016363,1996-11-08,06693,Plymouth
09079981,1996-11-22,06943,Glasgow
00059117,1996-11-26,04520,Dover
03075648,1996-11-11,04602,Plymouth
10021806,1996-11-03,02463,Newcastle
04006921,1996-11-05,08501,Sheffield
07019219,1996-11-22,09205,Newcastle
03058816,1996-11-20,04231,Swansea
02061082,1996-11-01,05055,Felixstowe
06083313,1996-11-10,03540,Liverpool
03082947,1996-11-16,04498,Grimsby
04089358,1996-11-21,06943,Glasgow
09091306,1996-11-04,07796,Cardiff
10023810,1996-11-19,09244,Swansea
06044267,1996-11-20,08464,Cardiff
10064886,1996-11-26,06900,Sheffield
10057383,1996-11-11,02687,Plymouth
07051978,1996-11-15,06971,Newcastle
04020837,1996-11-20,07113,Brimingham
08050200,1996-11-14,09874,Plymouth
02009736,1996-11-27,00512,Cardiff
06069203,1996-11-27,02668,Aberdeen
01048489,1996-11-30,05836,Sheffield
07089225,1996-11-25,00721,Felixstowe
05030702,1996-11-20,04282,Liverpool
01065752,1996-11-20,01770,Cardiff
05004173,1996-11-02,03163,London
06087121,1996-11-04,03232,Felixstowe
04048728,1996-11-19,02414,Grimsby
00000172,1996-11-13,08502,Brimingham
05062277,1996-11-24,07242,Cardiff
07026834,1996-11-24,04763,Grimsby
00066750,1996-11-05,09972,Felixstowe
10029582,1996-11-12,08806,Dover
07003969,1996-11-08,09840,Cardiff
09093124,1996-11-19,02170,Sheffield
05000639,1996-11-15,05578,Swansea
10074196,1996-11-26,03665,Aberdeen
03054144,1996-11-10,09941,Cambridge
00082325,1996-11-16,02514,Newcastle
01028185,1996-11-29,07554,Felixstowe
09083151,1996-11-09,08312,Sheffield
08024805,1996-11-21,09169,Carlisle
10042843,1996-11-03,03096,Plymouth
03098636,1996-11-01,03284,Newcastle
09052487,1996-11-19,03143,London
07014234,1996-11-04,06248,Carlisle
00097650,1996-11-07,03898,Cambridge
01041728,1996-11-29,07063,Carlisle
08042471,1996-11-20,08699,London
07051451,1996-11-21,01899,Liverpool
03082669,1996-11-15,05280,Swansea
02069959,1996-11-01,02262,Grimsby
03054506,1996-11-19,02513,Newcastle
10092438,1996-11-06,00368,Edinburgh
04021188,1996-11-06,06192,Edinburgh
04029435,1996-11-22,08191,Manchester
08026298,1996-11-19,08220,London
06091583,1996-11-09,08855,Dover
00073058,1996-11-08,01745,Dover
05005442,1996-11-01,04116,Brimingham
02060896,1996-11-22,02656,Newcastle
04086156,1996-11-16,06597,Dover
05021622,1996-11-09,06489,Southamton
05019318,1996-11-10,03723,Newcastle
09047348,1996-11-21,08392,Swansea
00036790,1996-11-04,02019,Edinburgh
02001603,1996-11-18,05448,Carlisle
06078317,1996-11-02,02127,Carlisle
01095197,1996-11-29,03382,Manchester
07028404,1996-11-08,09470,Manchester
05089804,1996-11-14,09926,Felixstowe
10018946,1996-11-22,08062,Plymouth
00097319,1996-11-30,06375,Aberdeen
01040879,1996-11-03,07607,London
10074452,1996-11-01,07173,Plymouth
06038682,1996-11-24,03601,Glasgow
03007279,1996-11-06,08747,Sheffield
03005875,1996-11-21,08569,Glasgow
04066230,1996-11-02,05219,Felixstowe
04041350,1996-11-02,05541,Dover
00022403,1996-11-28,04110,Grimsby
03040391,1996-11-24,07179,Dover
10029016,1996-11-16,06365,Dover
05009441,1996-11-24,00331,Liverpool
06033727,1996-11-01,05416,Edinburgh
02083666,1996-11-14,06714,London
00062712,1996-11-10,02729,Southamton
05059390,1996-11-12,03228,Grimsby
02057945,1996-11-25,00642,Edinburgh
00067129,1996-11-29,01663,Plymouth
07087335,1996-11-15,09567,Cambridge
08001973,1996-11-14,03598,Sheffield
06090244,1996-11-05,03082,Swansea
10050841,1996-11-24,04327,Sheffield
06084118,1996-11-12,01315,Carlisle
05091605,1996-11-12,06392,Cardiff
09023514,1996-11-02,09567,Edinburgh
02029582,1996-11-21,04504,Glasgow
06032855,1996-11-28,09115,Cardiff
03084867,1996-11-20,07215,London
04010007,1996-11-15,00535,Southamton
03013659,1996-11-27,08661,Edinburgh
01025243,1996-11-20,01038,Glasgow
03049110,1996-11-22,05055,Swansea
08089058,1996-11-20,04249,Grimsby
06035938,1996-11-05,04089,Cardiff
01067616,1996-11-13,01898,Carlisle
08030405,1996-11-15,04371,Southamton
09095512,1996-11-15,09774,Manchester
10054804,1996-11-27,03952,Liverpool
05097055,1996-11-06,01709,Aberdeen
10068382,1996-11-29,09756,Carlisle
09062936,1996-11-08,08849,Liverpool
06094059,1996-11-22,04193,Southamton
08084004,1996-11-03,05038,Sheffield
02063782,1996-11-12,08525,Plymouth
05006785,1996-11-20,07965,Liverpool
00037501,1996-11-29,09694,Felixstowe
